username,date,content
narendramodi,2019-05-26,Spent time with my Mother and sought her blessings.
narendramodi,2019-05-26,"Located in Khanpur in Ahmedabad, the BJP headquarters has witnessed many landmark events. It was from here that BJP grew rapidly across Gujarat and won people’s trust. My visit to the headquarters brought back many memories and gave an opportunity to interact with Karyakartas."
narendramodi,2019-05-26,Thankful to the people of Ahmedabad for coming to bless us this evening.
narendramodi,2019-05-26,Thank you Deputy PM @drwanazizah for your good wishes. I recall our meeting during my visit to Malaysia last year. I look forward to further strengthening the strong partnership between our two countries.
narendramodi,2019-05-26,Had an excellent meeting with Andhra Pradesh’s CM designate @ysjagan. We had a fruitful interaction on several issues pertaining to AP’s development. Assured him all possible support from the Centre during his term.
narendramodi,2019-05-26,Called on Vice President Shri @MVenkaiahNaidu Ji. @VPSecretariat
narendramodi,2019-05-25,"Thank you President @jairbolsonaro. I look forward to making your acquaintance and working with you to develop India-Brazil relations in all spheres, and our cooperation in multilateral fora, including BRICS under your Chairmanship."
narendramodi,2019-05-25,Thank you @SDhawan25. We will continue to serve our citizens and enhance India’s growth trajectory.
narendramodi,2019-05-25,Thank you @mauriciomacri! I look forward to continue working with you to take the India-Argentina strategic partnership to even greater heights.
narendramodi,2019-05-25,Thanks. @varunsharma90
narendramodi,2019-05-25,Thank you for the good wishes. @Its_Badshah.
narendramodi,2019-05-25,"For 70 years, India’s poor were betrayed. In the last 5 years, an effort was made to change this culture. Similarly, for 70 years, minorities were treated only as vote banks. ‘Sabka Saath, Sabka Vikas, Sabka Vishwas’ aims to correct this wrong and work towards real empowerment."
narendramodi,2019-05-25,Our Constitution is a rich and extensive social document that encapsulates the dreams our freedom fighters had for the nation. Our only loyalty is to the Constitution and the values enshrined in it.
narendramodi,2019-05-25,"I thank colleagues of the BJP and NDA for placing their faith in me and electing me to lead the NDA in Parliament. We will work together, as a team and contribute to India’s development trajectory."
narendramodi,2019-05-25,Staked claim to form the Government.
narendramodi,2019-05-25,At the NDA meeting in Central Hall. Watch.
narendramodi,2019-05-25,Thank you @HHShkMohd for the greetings. Look forward to further strengthening of entire gamut our bilateral relations.
narendramodi,2019-05-25,Thank you President @Macky_Sall for your warm wishes and greetings. I look forward to working closely with you to further strengthen our bilateral relations with Senegal.
narendramodi,2019-05-25,Thank you @RaviShastriOfc.
narendramodi,2019-05-25,Thank you @imVkohli. Wishing you and the team the very best for the upcoming World Cup.
narendramodi,2019-05-25,"Humbled the affection, @AnupamPKher. Please thank your mother for the blessings and confidence she has placed in us. I assure her, and every citizen of India that we will work even harder to fulfil the aspirations of our citizens."
narendramodi,2019-05-25,Thank you @MadhuriDixit. Our efforts to transform lives and make India more developed continue with renewed vigour.
narendramodi,2019-05-25,Thank you @ajaydevgn. It is an honour to serve 130 crore Indians and work for the empowerment of the poor.
narendramodi,2019-05-25,"Will be going to Gujarat tomorrow evening, to seek blessings of my Mother. Day after tomorrow morning, I will be in Kashi to thank the people of this great land for reposing their faith in me."
narendramodi,2019-05-24,"Thank you @BillGates. Glad that you mention healthcare and nutrition, which are priority areas for the Government of India. We have made remarkable strides in these sectors during the last five years and in this term, we will do even more."
narendramodi,2019-05-24,Thank you @AnushkaSharma.
narendramodi,2019-05-24,Thank you. I appreciate your good wishes @BeingSalmanKhan.
narendramodi,2019-05-24,Thank you @iamsrk. Looking forward to building on the work done in the last five years to fulfil people's aspirations.
narendramodi,2019-05-24,Thanks for the good wishes @DevJhajharia.
narendramodi,2019-05-24,Thank you @TheAaryanKartik.
narendramodi,2019-05-24,"President @moonriver365, I am deeply touched by the warmth you have always displayed for me and my people. I look forward to big strides in India-ROK relations with your support in the coming years!"
narendramodi,2019-05-24,"The sun sets on this term but the brightness our work has brought will continue to illuminate the lives of millions. A new dawn awaits, a new term beckons. We are even more determined to fulfil the dreams of 130 crore Indians and create the New India all of us dreamt of."
narendramodi,2019-05-24,"Met the Council of Ministers earlier today. It has been great working with this team, which has left no stone unturned to fulfil people’s aspirations and boost India’s development."
narendramodi,2019-05-24,"Had a wonderful interaction with the entire PMO staff. Thanked them for their hard work over the last 5 years. Also thanked their family members, who have been very understanding. Emphasised on the importance of teamwork and how it ensures better efficiency and service delivery."
narendramodi,2019-05-24,Party colleagues from Kashi gave me the official certificate of election from Varanasi Lok Sabha constituency! Feel happy to be representing one of the oldest and most vibrant centres of Indian culture.
narendramodi,2019-05-24,Thank you President @hagegeingob for your good wishes. I look forward to working closely with you to advance our privileged partnership.
narendramodi,2019-05-24,Thank you very much @TandonRaveena.
narendramodi,2019-05-24,Thanks @Neeraj_chopra1. I hope you are recovering well. My best wishes.
narendramodi,2019-05-24,"Thank you @KremlinRussia, and my dear friend, for your warm greetings. Your support for taking our special and privileged strategic partnership to new heights is invaluable. I look forward to our meeting soon."
narendramodi,2019-05-24,Thank you @brb1954 for warm wishes and greetings. India and Nepal share close and friendly relations. We are committed to further strengthening and deepening our bilateral cooperation and people-to-people ties.
narendramodi,2019-05-24,"Thank you, Your Majesty @KingSalman and Your Highness Crown Prince Mohammed bin Salman for heartfelt greetings. India cherishes deep-rooted and multi-faceted ties with the Kingdom. Look forward to further enhancing our relations for the benefit of our citizens."
narendramodi,2019-05-24,Thank you President @NAkufoAddo. I am looking forward to working together for the success of both our countries.
narendramodi,2019-05-24,Thank you President @PaulKagame for your warm wishes. I look forward to continue working with you to enhance the ties between our countries and our people.
narendramodi,2019-05-24,Thank you President @edmnangagwa. I am committed to continue working with you to strengthen the special relationship between India and Zimbabwe.
narendramodi,2019-05-24,"Thank you @JustinTrudeau. People of India have reposed their faith in democracy and development. India will work with our valued partner Canada for the benefit of our citizens, and for world peace and prosperity."
narendramodi,2019-05-24,Thank you President @jokowi for your warm wishes. Both our countries share a longstanding relationship of goodwill and mutual trust. We will keep working closely on common priorities and challenges.
narendramodi,2019-05-24,Thank you Prime Minister @JosephMuscat_JM. We had useful discussions during our meeting at VGS2019. I look forward to working with you to further strengthen our cooperation.
narendramodi,2019-05-24,"Thank you President @MBuhari @NGRPresident for your wishes. India-Nigeria relations have grown from strength to strength in the last few years. And, I am committed to continue working with you to further enhance our bilateral ties."
narendramodi,2019-05-24,Thank you for the warm wishes @BorisJohnson. I wholeheartedly reciprocate the sentiment to further strengthen the strategic partnership between India and the UK for the benefit of our people.
narendramodi,2019-05-24,"Thank you @VP. This is a victory of democracy, which India and the US cherish. I will continue to promote our partnership with the US for peace and shared prosperity for our two countries and the world."
narendramodi,2019-05-24,"Dr. Murli Manohar Joshi is a scholar and intellectual par excellence. His contribution towards improving Indian education is remarkable. He has always worked to strengthen the BJP and mentor several Karyakartas, including me. Met him this morning and sought his blessings."
narendramodi,2019-05-24,Thank you @capt_amarinder Ji for the wishes. I congratulate you for your party's performance in Punjab. Looking forward to working together for Punjab's welfare.
narendramodi,2019-05-24,Thank you Thiru @mkstalin for the good wishes. I also take this opportunity to congratulate you and your party for the mandate you have received from the people of Tamil Nadu.
narendramodi,2019-05-24,Thank you @OmarAbdullah. Congratulations to your party for the impressive performance in Kashmir.
narendramodi,2019-05-24,Thank you @RahulGandhi for your good wishes.
narendramodi,2019-05-23,"Thank you @realDonaldTrump! This victory represents the aspirations of a nation of 1.3 billion people. I too am looking forward to working closely with you for closer bilateral ties, which also augur well for global peace and prosperity."
narendramodi,2019-05-23,Thank you @ashishchauhan.
narendramodi,2019-05-23,Thank you @chintskap. People's affection has been immensely humbling. Will continue serving the nation with the same vigour.
narendramodi,2019-05-23,Thank you PM @ImranKhanPTI. I warmly express my gratitude for your good wishes. I have always given primacy to peace and development in our region.
narendramodi,2019-05-23,Thanks @AnilKapoor. The people's mandate is for growth. We will work hard to ensure that India's growth trajectory is even better in the coming years.
narendramodi,2019-05-23,Thank you @NSaina! Team India has won today.
narendramodi,2019-05-23,"Asha Didi, the trust of the nation is priceless, and we will leave no stone unturned to usher in a new era of development."
narendramodi,2019-05-23,Thank you for your warm wishes and greetings @FMBhutan. We are committed to working with the Royal Government of Bhutan for deepening and further strengthening our bilateral relations.
narendramodi,2019-05-23,Thank you Excellency @KarzaiH. India values your friendship.
narendramodi,2019-05-23,"Thank you @PresRajapaksa for the wishes. Relations between our countries are unique, based upon shared historical, cultural, ethnic, and civilizational ties. I look forward to closely working with Sri Lanka to take it forward."
narendramodi,2019-05-23,Thank you @cmprachanda. India deeply values its close relations with Nepal. We look forward to continuing our engagement at the highest political levels with Nepal.
narendramodi,2019-05-23,Thank you President @MagufuliJP for your kind words. I look forward to continuing to strengthen the partnership between our two great countries in the coming years.
narendramodi,2019-05-23,"Thank you @MohamedNasheed for your wishes. India-Maldives partnership rests on our shared vision of peace, development, and prosperity of our countries and our region. I look forward to further deepening our special bilateral ties."
narendramodi,2019-05-23,Thank you @RW_UNP for your congratulatory message. I look forward to our continued collaboration for the mutual benefit of our countries and people.
narendramodi,2019-05-23,"Thank you @MaithripalaS for your warm wishes. I look forward to working closely with the Government of Sri Lanka to further strengthen our close, cordial, and multi-faceted partnership."
narendramodi,2019-05-23,Thank you for your wishes @antoniocostapm! I remain firmly committed to work closely with you to further strengthen our bilateral cooperation in the coming years to the benefit of our citizens.
narendramodi,2019-05-23,"Thank you PM @kpsharmaoli for your warm wishes. Nepal and India have been close friends and neighbours since time immemorial, nurtured by our strong people-to-people bonds. I look forward to continue working with you to take India-Nepal relationship to ever greater heights."
narendramodi,2019-05-23,"Thank you @PMBhutan for your warm greetings. Bhutan and India share close and special bilateral ties. I look forward to continue working with you, for further strengthening our ties, to the mutual benefit of our two countries and people."
narendramodi,2019-05-23,Thank you @ibusolih for your warm wishes. India greatly values its relations with Maldives. I look forward to working closely with you to further strengthen our multifaceted partnership.
narendramodi,2019-05-23,Thank you @ScottMorrisonMP for your warm greetings. I look forward to continue working closely with you to further strengthen the strategic partnership between India and Australia.
narendramodi,2019-05-23,"BJP and NDA have emerged victorious in various Assembly by-polls in Bihar, Goa, Gujarat, Karnataka, Nagaland, Mizoram, Tamil Nadu, Uttar Pradesh, and West Bengal. I thank the people of these constituencies and congratulate the winning candidates. Best wishes in serving the people."
narendramodi,2019-05-23,I bow to my sisters and brothers of Arunachal Pradesh for placing their faith in @BJP4Arunachal. We will leave no stone unturned in serving the state. Congratulations to our youthful CM @PemaKhanduBJP and the entire Arunachal Pradesh BJP for the hard work. Proud of this team!
narendramodi,2019-05-21,With the NDA family. Our alliance represents India's diversity and our agenda is India's progress. We are best suited to address regional aspirations and enhance national progress.
narendramodi,2019-05-21,"Heartiest congratulations @jokowi on your re-election! As two large democracies, we take collective pride in the successful celebration of democracy. We wish you and the people of Indonesia all success under your dynamic leadership."
narendramodi,2019-05-21,Tributes to former PM Shri Rajiv Gandhi on his death anniversary.
narendramodi,2019-05-20,Had a great interaction with officer trainees of the 2018 batch of the Indian Foreign Service. We discussed India’s rising stature in the 21st century and other aspects of foreign policy. Also urged young officers to be at the forefront of adapting to new technologies.
narendramodi,2019-05-19,Majestic and magnificent. Serene and spiritual. There is something very special about the Himalayas. It is always a humbling experience to return to the mountains.
narendramodi,2019-05-18,Reviewing aspects of the ongoing Kedarnath Development Project.
narendramodi,2019-05-18,Majestic mountains! Clicked these pictures while on the way to Kedarnath.
narendramodi,2019-05-18,"Birthday greetings to my Cabinet colleague @TCGEHLOT Ji, who has been successfully spearheading the Government’s efforts towards social justice and empowering the poor. Prayers for his long life and good health."
narendramodi,2019-05-18,Best wishes to our former Prime Minister Shri HD Deve Gowda Ji on his birthday. I pray for his long and healthy life.
narendramodi,2019-05-17,Thank you Khargone for the affection. Here are glimpses from the rally today.
narendramodi,2019-05-17,"NDA is the choice of 130 crore Indians! Watch from Khargone, Madhya Pradesh."
narendramodi,2019-05-16,"I bow to my sisters and brothers of Bengal. Throughout the campaign, the affection I have received across the state is tremendous. After suffering Congress, Communist and TMC misrule, Bengal is looking towards BJP with great hope. I assure them- we won't let Bengal down!"
narendramodi,2019-05-16,"A memorable moment from this day, 5 years ago. With the blessings of 130 crore Indians, we’ve worked to fulfil aspirations and build a strong, secure & developed India. Today the passion is higher & endeavour greater. We will continue serving people & their realizing dreams."
narendramodi,2019-05-16,TMC’s love for land and property has coloured their vision for developing West Bengal. BJP will ensure a clean and corruption-free Government in Bengal.
narendramodi,2019-05-16,"West Bengal isn’t the private fiefdom of Didi, her nephew or TMC. West Bengal deserves representatives who serve the citizens of the state, not bow to diktats of a party. Enough of TMC ruin. It’s time for BJP!"
narendramodi,2019-05-16,Thank you Mathurapur for the immense love and affection. These scenes clearly show the bond of Bengal with BJP.
narendramodi,2019-05-16,Dum Dum is determined to reject corrupt and criminalised TMC. People are with BJP. Watch.
narendramodi,2019-05-16,Delighted to be back to West Bengal. Watch from Mathurapur.
narendramodi,2019-05-16,Do watch my interview with @aajtak.
narendramodi,2019-05-16,It's a NDA wave across Uttar Pradesh. Speaking in Mirzapur. Watch.
narendramodi,2019-05-16,Chandauli is voting BJP because people feel our party offers a strong and stable Government. Watch.
narendramodi,2019-05-16,Mau has unwavering faith in the development agenda of NDA. Here is my speech.
narendramodi,2019-05-16,"Always a delight to be among the people. Today will address five rallies across Uttar Pradesh and West Bengal. Do watch the rallies in Mau, Chandauli, Mirzapur, Mathurapur, and Dum Dum. Sharing a video covering parts of my speeches yesterday in Bihar, Jharkhand, and Bengal."
narendramodi,2019-05-15,"Happy to be in Deoghar, a land of spirituality and divinity. Watch my address."
narendramodi,2019-05-15,"The Mantra of ‘Sabka Saath, Sabka Vikas’ has struck a chord with people of Paliganj. Watch my speech."
narendramodi,2019-05-15,"The campaign takes me eastwards today. Happy to be in Paliganj (Bihar), Deoghar (Jharkhand), Basirhat and Diamond Harbour (West Bengal). Here is a video encapsulating important snippets of my speeches in Bihar, UP, and Chandigarh yesterday. Have a look."
narendramodi,2019-05-14,"Have a look at glimpses from Ballia, Buxar, and Sasaram. Through the campaign trail, it is evident that the development schemes of the NDA Government have transformed several lives. 130 crore Indians have seen our track record and are determined to bless us with a bigger mandate."
narendramodi,2019-05-14,Thank you Chandigarh! This dynamic city is going to vote for BJP yet again. Here are glimpses from today’s rally.
narendramodi,2019-05-14,‘Ease of Living’ for the middle class has always been our priority. Lower tax burden. Top quality and affordable healthcare. Better infrastructure. Removing corruption. Spoke about steps taken for the middle class at the rally in Chandigarh.
narendramodi,2019-05-14,"Seeing how his party colleagues are abusing me turn by turn, one Congress leader started feeling left out. No wonder, he has reiterated the ‘Modi is Neech’ diatribe. We always knew Congress is anti-backward. People will give a strong answer to the Congress."
narendramodi,2019-05-14,"Coming back to Chandigarh is about several memories and familiar faces. After today’s rally, I met Madan Ji, who was an integral part of the BJP office when I lived here. Enquired about his health and well-being. Happy to see the same level of passion and positivity in him."
narendramodi,2019-05-14,Speaking on NDA's vision for India's progress at the public meeting in Chandigarh. Watch.
narendramodi,2019-05-14,Here is my message for the people of beloved Kashi. Do watch!
narendramodi,2019-05-14,Heartiest congratulations and best wishes to President Cyril Ramaphosa on his re-election. India and South Africa are close partners with many shared values and common interests. I am confident that our relationship will continue to grow deeper and stronger.
narendramodi,2019-05-14,"Sasaram wants NDA’s development agenda, not divisive politics of Mahamilawat. Watch."
narendramodi,2019-05-14,Overwhelmed by the affection in Buxar. Do watch my address.
narendramodi,2019-05-14,"Happy to be in Ballia, the land of courage and home to wonderful people. Watch my speech."
narendramodi,2019-05-14,"Today I will interact with the people of Ballia, Buxar, Sasaram and Chandigarh. Have a look at highlights from yesterday’s speeches in MP, HP and Punjab, where I spoke about NDA’s vision and the communal, anti-farmer and anti-security politics of Congress."
narendramodi,2019-05-13,"Delighted to have got the opportunity to interact with the people of Solan and surrounding areas. Across Himachal Pradesh, the mood is in favour of BJP. Spoke about NDA Government’s work in infrastructure, connectivity and how it benefits citizens."
narendramodi,2019-05-13,Punjab’s Congress Government has been a dismal failure. Add to that the arrogance and anti-Sikh mindset of the Congress High Command. No wonder Akali Dal-BJP is Punjab’s choice. Sharing photos from Bathinda.
narendramodi,2019-05-13,Congress leaders are so scared to face the people that they’ve not gone to vote also!
narendramodi,2019-05-13,"Speaking on NDA's development agenda at the rally in Solan, Himachal Pradesh. Watch."
narendramodi,2019-05-13,Humbled by the affection in Ratlam. Watch my speech.
narendramodi,2019-05-13,"Will address rallies in Ratlam (MP), Solan (HP) and Bathinda (Punjab). In UP and MP yesterday, I spoke of many issues including Mahamilawat’s inability to secure India, their poor governance and why I have only one caste - poverty."
narendramodi,2019-05-12,"Touched by the response in Indore and Khandwa. Congress, which has two and a half Chief Ministers in Madhya Pradesh, is headed for a big defeat. The only industry thriving under Congress in MP is the transfer posting industry. People see BJP as their ray of hope."
narendramodi,2019-05-12,Spectacular sight from Indore! It’s BJP all the way in this city.
narendramodi,2019-05-12,"Delighted to be in Indore, a city that has always blessed BJP. Sharing my address."
narendramodi,2019-05-12,MP is angry because Congress is looting the state. They want BJP. Speaking in Khandwa.
narendramodi,2019-05-12,"The scorching heat was no deterrent for record number of people to join the rallies in Kushinagar and Deoria. Across Poorvanchal there is a wave in favour of BJP, which has worked to improve infrastructure, health and education facilities across the region."
narendramodi,2019-05-12,Mahamilawat means instability and corruption. BJP stands for progress. Watch from Deoria.
narendramodi,2019-05-12,Kushinagar is determined to support BJP. The Mahamilawat is seen as anti-development here. Watch.
narendramodi,2019-05-12,"Sat down with the @IndianExpress for a comprehensive interview on diverse subjects ranging from politics, policy, governance and my vision for India in the times to come. Do read this one."
narendramodi,2019-05-12,"Heading to Uttar Pradesh and Madhya Pradesh, where I will address rallies in Kushinagar, Deoria, Khandwa and Indore. Do watch highlights of my speeches yesterday, where I spoke of Mahamilawat’s failure when it comes to national security and anti-women nature of Congress."
narendramodi,2019-05-12,"Yet another phase of the 2019 Lok Sabha elections is here! Urging all those whose constituencies are polling in today’s sixth phase to go out and vote. I hope youngsters are voting in record numbers. After all, their participation makes the polls even more special."
narendramodi,2019-05-11,Here are pictures from the rallies in Robertsganj and Ghazipur. Thankful to all the people who came to bless us.
narendramodi,2019-05-11,"Never expect a Mahamilawat Government to bother about the security apparatus of the nation. The last time a Third Front Government was in power, where SP was an integral part, they weakened our intelligence operations and India suffered greatly due to it."
narendramodi,2019-05-11,"The entire nation is saddened by the gruesome rape in Alwar. But, the Congress Government in Rajasthan has failed to punish the guilty. Their doublespeak on women empowerment is fully exposed."
narendramodi,2019-05-11,Spoke to @NewsNationTV on a wide range of issues. Watch the interview.
narendramodi,2019-05-11,My second rally in UP today. Join LIVE from Ghazipur.
narendramodi,2019-05-11,Thank you Robertsganj for the memorable welcome and support. Here is my speech.
narendramodi,2019-05-11,"Shri YC Deveshwar made a strong contribution to Indian industry. His efforts helped ITC become a professionally-run Indian company with a global footprint. Saddened by his demise. My thoughts are with his family, friends and the ITC group in this hour of grief."
narendramodi,2019-05-11,The patriotism and farsightedness of Atal Ji and his team have a major role to play in the success of tests of 1998. Atal Ji’s unwavering faith in our scientists proved valuable during that crucial time. It also demonstrated the difference a strong political leadership makes.
narendramodi,2019-05-11,Greetings on National Technology Day! We remember with immense pride the accomplishment of our scientists on this day in 1998. The hard work of our scientists has always ensured a stronger and safer India. May we continue leveraging the power of technology for national progress.
narendramodi,2019-05-10,Sharing some glimpses from the rally in Hoshiarpur. The august presence of respected Badal Sahab made the rally even more special. Talked about the work of the NDA Government and highlighted how Congress has always insulted the Sikh community and Sikh culture.
narendramodi,2019-05-10,"Being in Himachal Pradesh is a delight. My mind goes back to the time I spent in the state working for the BJP Organisation. During the rally in Mandi, spoke at length about the NDA’s work in infrastructure, ‘Ease of Living’ and steps to strengthen national security."
narendramodi,2019-05-10,Punjab is angry at the statements of Congress leaders. They’ll vote BJP-Akali Dal. Live from Hoshiarpur.
narendramodi,2019-05-10,"In Haryana, Congress brought a very poor culture of corruption and favouritism in governance matters. The BJP Government has ended that culture and ushered an era of honest and pro-people governance."
narendramodi,2019-05-10,Rousing response in Rohtak! Happy to see several farmers and youngsters come to bless us. The people of Haryana are going to bless BJP yet again. Have a look at these photos.
narendramodi,2019-05-10,Mandi in Himachal Pradesh is unanimously saying- we want BJP! Here’s my speech.
narendramodi,2019-05-10,Congress is going to get a major shock in Rohtak and surrounding seats. Watch my speech.
narendramodi,2019-05-10,"Looking forward to addressing rallies in Rohtak (Haryana), Mandi (Himachal Pradesh) and Hoshiarpur (Punjab). Do watch them on the NaMo App or NaMo TV. Here are highlights from the rallies yesterday in Uttar Pradesh and West Bengal."
narendramodi,2019-05-10,"Campaigned in Azamgarh, Jaunpur and Prayagraj. The mood on the ground is overwhelmingly in favour of BJP. People feel ours is the party that has a solid track record and a vision to take India forward."
narendramodi,2019-05-09,"During the UPA era there were Commonwealth Games. In our tenure Kumbh took place in Prayagraj. Both were great opportunities to showcase India at the world stage. While the Kumbh is admired universally, CWG Scam brought shame and was an insult to our athletes."
narendramodi,2019-05-09,Do watch my interview with @sudhirchaudhary of @ZeeNews on a wide range of issues!
narendramodi,2019-05-09,Addressing a BJP rally in the holy city of Prayagraj. Watch.
narendramodi,2019-05-09,Come and see the vibrancy here in Jaunpur. It’s BJP all the way!
narendramodi,2019-05-09,"Neither the Congress and Communists, nor TMC have shown any respect to the ideals of Gurudev Tagore. These are inherently anti-democratic parties who would never want minds without fear and heads held high. BJP will build the Bengal of Gurudev’s dreams."
narendramodi,2019-05-09,"Didi, Instead of getting angry at me please address the angers of: The poor whose money TMC has looted. Youngsters whose dreams you haven’t fulfilled. Government employees who are underpaid thanks to your obstinate nature. Citizens who can’t pray with dignity in Bengal."
narendramodi,2019-05-09,"BJP won’t allow TMC to impose their culture of thuggery, loot, bullying and nepotism on West Bengal."
narendramodi,2019-05-09,"She abuses me daily. Her party harasses innocent people and loots them. Under pressure from her, her administration didn’t cooperate on flood relief. They even deny rally permissions. Who is She? And how will she react after seeing these photos from Bankura and Purulia?"
narendramodi,2019-05-09,Azamgarh is going to elect a BJP MP. Watch my speech.
narendramodi,2019-05-09,This is how Bankura welcomed me... Grateful for the immense love!
narendramodi,2019-05-09,TMC’s anti-democratic ways have angered people. No wonder people are blessing BJP. Watch from Bankura.
narendramodi,2019-05-09,"Will be addressing five rallies today. Looking forward to sharing NDA's development agenda with the people of Bankura, Purulia, Azamgarh, Jaunpur and Prayagraj. Both Uttar Pradesh and West Bengal are witnessing great support towards BJP."
narendramodi,2019-05-09,"Gurudev Tagore manifests the best of India’s ethos of learning and expressing. A multifaceted personality, his prose, poetry and artwork are brilliant and thought-provoking. He enhanced India’s pride and richly contributed to the freedom movement. Tributes to him on his Jayanti."
narendramodi,2019-05-09,Tributes to the great Gopal Krishna Gokhale on his birth anniversary. He was known for his penchant for learning and social reform. He remained a strong pillar of support for the marginalized sections of society in their quest for empowerment.
narendramodi,2019-05-09,"In Haryana and Delhi, the message of 'Sabka Saath, Sabka Vikas' is clearly resonating among people. Congress and other parties have only indulged in divisive and destructive politics. Here are highlights from yesterday's rallies."
narendramodi,2019-05-09,"Delhi is known for its welcoming nature. People from all regions and religions live in harmony. This is the spirit of brotherhood that makes Delhi special. Sadly, Congress trampled over this ethos of Delhi by its conduct in 1984. Such a communal party can’t ever govern India."
narendramodi,2019-05-08,Watch my interview with @abpnewstv from the campaign trail in Fatehabad.
narendramodi,2019-05-08,Ever imagined that a premier warship of the Indian armed forces could be used as a taxi for a personal holiday? One Dynasty did it and that too with great swag. Read this and share widely! https://indiatoday.in/magazine/indiascope/story/19880131-idyllic-vacation-for-the-gandhis-in-the-lakshadweep-archipelago-769007-2013-11-21
narendramodi,2019-05-08,Do watch!
narendramodi,2019-05-08,Bond between Delhi & BJP is strong. We will keep working for Delhi’s welfare. Live from Ramlila Maidan.
narendramodi,2019-05-08,"Delhi has always given great love and affection to BJP. In a short while from now, will be addressing a rally at the historic Ramlila Maidan in Delhi. Do watch!"
narendramodi,2019-05-08,Some more glimpses from the rallies in Haryana today.
narendramodi,2019-05-08,BJP’s good governance agenda will defeat negativity of Congress. Watch from Kurukshetra.
narendramodi,2019-05-08,"In Haryana, BJP’s agenda is development. Others prefer casteism and corruption. Watch from Fatehabad."
narendramodi,2019-05-08,"Nothing is as satisfying as transforming people’s lives. You’ll be happy to watch this from Jayapur in my parliamentary constituency, Varanasi. https://youtu.be/jPzrXrnVzJ8"
narendramodi,2019-05-07,"Leadership of @POTUS towards enhancing India-US strategic partnership is invaluable. India is committed to working with US for strengthening mutually beneficial relations, including in trade and investment."
narendramodi,2019-05-07,Had a wonderful meeting with U.S. Secretary of Commerce @SecretaryRoss. It is a matter of great joy that the largest ever Trade Winds event is taking place in India.
narendramodi,2019-05-06,The curious case of Triple T and how it is ruining West Bengal.
narendramodi,2019-05-06,"Began my rally in Jhargram, West Bengal by saying 'Jai Shri Ram' to the wonderful people of Bengal. Also said 'Jai Shri Ram’ to Didi, who seems to dislike anything linked with India's centuries old cultural ethos."
narendramodi,2019-05-06,"My one comment on the corruption of a former PM has riled the Congress eco-system so much but constant, below the belt remarks on a sitting PM, his family, his poverty have no effect on them! Constant badmouthing of historical greats by one Dynasty doesn't affect them either!"
narendramodi,2019-05-06,"My open challenge to Congress. Fight elections in the name of the former PM associated with Bofors in: Delhi and Punjab, where innocent Sikhs were butchered in his reign. Bhopal, where he helped Warren Anderson flee after the infamous Gas Tragedy. Challenge accepted?"
narendramodi,2019-05-06,"Spectacular sights from Chaibasa. True to its style, Congress is relying on a corrupt dynasty to win this seat. Sadly for them, people are going to reject Congress. Spoke extensively about NDA government's efforts for tribal welfare. @BJP4Jharkhand"
narendramodi,2019-05-06,"Seamless co-ordination between the Centre and Odisha Government augured well in the run up to Cyclone Fani and in helping affected citizens. Leveraging technology and human skills, work towards strengthening Odisha’s infrastructure will continue at a record pace."
narendramodi,2019-05-06,"I salute the courage and compassion of the people of Odisha, especially fishermen and those living in coastal areas. They paid heed to timely warnings and left no stone unturned in helping fellow citizens in these tough times. The entire nation is praying for their well-being."
narendramodi,2019-05-06,"All possible steps would be taken to repair the damage in infrastructure, power lines, farms among other areas. Have asked officials to ensure roads and railway lines are repaired at the earliest and our farmers get their crop insurance in the wake of the damage."
narendramodi,2019-05-06,Took stock of the situation in Odisha. Reviewed relief and rehabilitation operations that are underway. Announced assistance worth Rs. 1000 crore to the Odisha Government. I compliment all agencies of the Centre and State Government working among people to restore normalcy.
narendramodi,2019-05-06,Proud of my young friends who have successfully cleared the CBSE Class X examinations. Wishing them the very best for their journey ahead. May these young minds continue making us proud. Congratulations also to their teachers and parents! #CBSE10thresult
narendramodi,2019-05-06,West Bengal has rejected speed breaker Didi. Watch from Jhargram.
narendramodi,2019-05-06,Great euphoria at Tamluk. Watch my speech.
narendramodi,2019-05-06,India stands in solidarity with the people of Odisha.
narendramodi,2019-05-06,Requesting all those voting in today’s fifth phase of the 2019 Lok Sabha elections to do so in large numbers. A vote is the most effective way to enrich our democracy and contribute to India’s better future. I hope my young friends turnout in record numbers.
narendramodi,2019-05-05,"Will be in Odisha tomorrow morning, where I will review the situation due to Cyclone Fani and hold meetings with top officials. The Centre is committed to provide all possible assistance in relief and rehabilitation measures underway."
narendramodi,2019-05-05,The campaign took me to Madhya Pradesh today. Saw great support in Sagar and Gwalior. Highlighted a variety of issues and sought people’s blessings for the elections. Congress’ failed promises and multiple power centres is going to cost the party in MP.
narendramodi,2019-05-05,Heard of a company called Backops? Who is the ‘entrepreneur’ associated with it? Why were partners of this ‘entrepreneur’ getting lucrative defence deals in India? Is it because one Dynasty loves looting from the defence sector?
narendramodi,2019-05-05,Massive rally in Gwalior. Watch.
narendramodi,2019-05-05,"This is an excellent composition. Great effort by the entire team. I fully agree- India, our great country is eternal. May this nation always scale new heights of growth and glory in the times to come."
narendramodi,2019-05-05,Congress in MP is synonymous with colossal failures. It’s a sweep for BJP in MP. My speech from Sagar.
narendramodi,2019-05-05,Mahamilawat means chaos and corruption. Only BJP can effectively service UP. Watch from Bhadohi.
