username,date,content
narendramodi,2019-02-21,Unveiling a bust of Gandhi Ji in Seoul.
narendramodi,2019-02-21,Addressing Indian and Korean businesspersons in Seoul.
narendramodi,2019-02-20,"Held talks with HRH Mohammed Bin Salman of Saudi Arabia on peace, security, and counter-terrorism."
narendramodi,2019-02-20,"Discussed advancing India-ROK relations, especially on Make in India, Swachh Bharat, and Startup India initiatives."
narendramodi,2019-02-20,Leaving for the Republic of Korea to boost bilateral cooperation.
narendramodi,2019-02-19,"Flagged off the first-ever Diesel to Electric Converted Locomotive in Varanasi, congratulating the team for this historic accomplishment towards electrification."
narendramodi,2019-02-19,"On Ravidas Jayanti, offered prayers at Shri Guru Ravidass Janam Asthan, highlighting Guru Ravidas’ message of harmony, equality, and empowerment of the poor."
narendramodi,2019-02-19,Wishing Kashi (Varanasi) for continued development efforts.
narendramodi,2019-02-19,"Visited Kashi’s Sant Ravidas Ji Temple, laying the foundation for development projects."
narendramodi,2019-02-19,"Paying tribute to Sant Ravidas Ji on his Jayanti, emphasizing his messages of harmony, equality, and social empowerment."
narendramodi,2019-02-19,"Bowing to Chhatrapati Shivaji Maharaj on his Jayanti, highlighting his values of truth, justice, and dedication to the poor and downtrodden."
narendramodi,2019-02-18,"BJP-Shiv Sena alliance inspired by Atal Ji and Balasaheb Thackeray Ji, focusing on Maharashtra’s well-being and development."
narendramodi,2019-02-18,"Highlighted the strong association with Shiv Sena, bound by the desire to see a developed India and strengthening the NDA."
narendramodi,2019-02-18,"Ten MoUs signed between India and Argentina across sectors such as defence, tourism, pharmaceuticals, agriculture, IT, and civil nuclear cooperation to further strengthen bilateral relations."
narendramodi,2019-02-17,"Flagged off several trains, improving connectivity. Patna riverfront development to boost tourism."
narendramodi,2019-02-17,PM Ujjwala Yojana is playing a key role in the development of Eastern India.
narendramodi,2019-02-17,Ensuring ‘Ease of Living’ for the people of Jharkhand.
narendramodi,2019-02-17,"Inaugurating multiple development projects in Barauni, Bihar."
narendramodi,2019-02-17,Announced the next Mann Ki Baat program on 24th February 2019. Encouraged public participation via MyGov and NaMo App.
narendramodi,2019-02-17,"Inaugurating medical college buildings, rural water supply schemes, and sewerage treatment plant in Hazaribagh, Jharkhand, along with laying foundation stones for additional projects."
narendramodi,2019-02-17,"In Barauni, Bihar, inauguration and foundation stone laying for projects related to urban development, sanitation, railways, oil & gas, healthcare, and fertilizers."
narendramodi,2019-02-16,Discussed landmark decisions benefiting farmers and nomadic communities in Yavatmal.
narendramodi,2019-02-16,"Connecting people, furthering aspirations. The foundation stones and inaugurations took place for many connectivity related projects, which will improve convenience for people in Yavatmal and surrounding areas. Several people also got their own new homes."
narendramodi,2019-02-16,"Ayushman Bharat is having a positive impact among the poor, SC and ST communities of Maharashtra. Thanks to Ayushman Bharat, good quality and affordable healthcare is no longer a dream…"
narendramodi,2019-02-16,Dhule and Gau Mata have a glorious history. The proposed Kamdhenu Aayog will have a transformative impact as far as the animal husbandry sector is concerned.
narendramodi,2019-02-16,"A significant effort has been made today to overcome the issue of water scarcity in Maharashtra. At the same time, there is emphasis on ensuring better irrigation and improving sewer systems."
narendramodi,2019-02-16,"The dastardly attack in Pulwama has anguished the nation. Yes, this is a time of great sadness. But,"
narendramodi,2019-02-16,Improving irrigation and connectivity in Maharashtra.
narendramodi,2019-02-16,"Enhancing education, housing and financial inclusion for the poor."
narendramodi,2019-02-15,"A grateful nation bows to the martyrs of Pulwama. A befitting reply will be given to the perpetrators of the heinous attack and their patrons. No force will succeed in disturbing peace, progress and stability of India."
narendramodi,2019-02-15,"India gets the first Semi High Speed Train, 'Vande Bharat Express.'"
narendramodi,2019-02-14,Spoke to Home Minister Rajnath Singh Ji and other top officials regarding the situation in the wake of the attack in Pulwama.
narendramodi,2019-02-14,Attack on CRPF personnel in Pulwama is despicable. I strongly condemn this dastardly attack. The sacrifices of our brave security personnel shall not go in vain. The entire nation stands shoulder to shoulder with the families of the brave martyrs. May the injured recover quickly.
narendramodi,2019-02-14,Greetings to @SushmaSwaraj Ji on her birthday. Sushma Ji is one of the most remarkable leaders of our nation. She has distinguished herself as an outstanding Minister and her oratory is par excellence. Her role in strengthening BJP is key. Praying for her long and healthy life.
narendramodi,2019-02-13,"Productivity of the 16th Lok Sabha is exceptionally high, with the average being over 85%. The House took landmark decisions in the interest of the poor, farmers, youth and in eliminating corruption. These will have a transformative impact on India’s growth in the years to come."
narendramodi,2019-02-13,"Earlier today, spoke at the last sitting of the 16th Lok Sabha. I congratulate all my fellow Lok Sabha MPs who enriched the proceedings with their insights. I also congratulate Speaker Sumitra Mahajan Ji for her outstanding efforts as the Speaker of the House. @S_MahajanLS"
narendramodi,2019-02-12,"In Kurukshetra today, I had the opportunity to see glimpses of some of the toilets that have been painted. I was impressed, both by the dexterity of the artists and the passion towards cleanliness. Such awareness and efforts add valuable strength to the Swachh Bharat Mission."
narendramodi,2019-02-12,"You’ve heard of many competitions but we’ve been having a unique one called the Swachh Sundar Shauchalaya, where toilets are to be painted. This fusion of art with cleanliness is commendable. In January, almost 1.3 crore toilets were painted. Well done to all those who took part!"
narendramodi,2019-02-12,I am really happy to see @BJP4India leaders and Karyakartas strengthen the #MeraParivarBhajapaParivar movement across India. It is wonderful to see the BJP endearing itself to all sections of society and being at the forefront of raising issues of public welfare.
narendramodi,2019-02-12,"On the way to Kurukshetra, captured a picture of the sacred Brahma Sarovar. Next time you are travelling to Haryana, do make it a point to see this iconic place and the other tourist places in the state. #IncredibleIndia"
narendramodi,2019-02-12,"जो भ्रष्ट है, उसको मोदी से कष्ट है!"
narendramodi,2019-02-12,"A commitment towards the development of Haryana, including better healthcare and education opportunities."
narendramodi,2019-02-12,Increased maternity leave. Fulfilling entrepreneurial dreams through Mudra Yojana. Focus on maternal health. The efforts of the NDA Government are contributing towards empowerment of women.
narendramodi,2019-02-12,"The Swachh Shakti- 2019 in Haryana’s Kurukshetra was a wonderful occasion to honour the outstanding people who are making the Swachh Bharat Movement stronger at the grassroots level. In Kurukshetra, also inaugurated and laid foundation stones for various development works."
narendramodi,2019-02-12,"This morning, Atal Ji’s portrait at Parliament’s Central Hall was unveiled by Rashtrapati Ji. India is proud of Atal Ji’s landmark contribution to the nation. His leadership took India to newer heights of progress."
narendramodi,2019-02-12,Addressing a programme in the historic land of Kurukshetra in Haryana.
narendramodi,2019-02-12,A tribute to Atal Ji. His portrait has been unveiled at Central Hall.
narendramodi,2019-02-11,3 billion meals is a remarkable feat! Happy to have joined the programme organised by the Akshaya Patra Foundation and interact with these wonderful youngsters.
narendramodi,2019-02-11,Had the honour of serving food to children in Vrindavan today.
narendramodi,2019-02-11,3 billion meals and a commitment to serve society! At the Akshaya Patra Foundation programme.
narendramodi,2019-02-11,Towards a vibrant oil and energy sector. Addressing @Petrotech2019.
narendramodi,2019-02-11,"Deen Dayal Ji emphasised on honesty in public life. Today on his Punya Tithi, BJP is starting a movement #SamarpanDivas to further transparency and clean money in politics. Urging you all to donate to the Party. The NaMo App is an easy way to do so. I too made my contribution."
narendramodi,2019-02-11,Remembering Pandit Deen Dayal Upadhyaya Ji on his Punya Tithi. His emphasis on ‘Integral Humanism’ inspires millions of people. He was known as an exceptional organiser who mentored several patriotic and hardworking Karyakartas. His was a life devoted to nation building.
narendramodi,2019-02-11,I will be in Vrindavan today for a unique programme- to mark the serving of the 3rd billionth meal by the Akshaya Patra Foundation. Congratulations to all those associated with this mission. Their efforts towards eradicating hunger are exemplary.
narendramodi,2019-02-10,Thank you Hubballi for the enthusiasm today! @BJP4Karnataka
narendramodi,2019-02-10,"Wonderful to be in Tiruppur, Tamil Nadu. Watch my speech at the massive rally."
narendramodi,2019-02-10,"The BJP has served, is serving and always will serve the people of Andhra Pradesh. In the last four and a half years, whatever had to be done to ensure justice for my sisters and brothers of Andhra Pradesh, we have done. We stand with Andhra Pradesh and its great people."
narendramodi,2019-02-10,One must admire Chandrababu Naidu Garu’s honesty. He says he is a wealth creator! He’s obviously creating lots of wealth for him and his son while AP suffers. We are patriotic Indians...we are only thinking about the nation. Creating wealth is never on our minds.
narendramodi,2019-02-10,I thank the TDP cadre and their leader for wishing what every patriotic Indian also wishes- that Modi goes back to Delhi and once again becomes the Prime Minister! I guess they have read the writing on the wall!
narendramodi,2019-02-10,"My ‘senior’ in politics, Shri Chandrababu Naidu obviously has lots to hide. Else why won’t he give an account of what his miserable Government has done for Andhra Pradesh. Centre has left no stone unturned for the state’s progress but the priorities of the TDP are different."
narendramodi,2019-02-10,"From fighting the Dushta Congress under the formidable NTR Garu to becoming a Dost of Congress, the TDP has come a long way. Andhra Pradesh has seen the TDP’s true colours."
narendramodi,2019-02-09,The BJP is committed to preserving the culture and ethos of Assam.
narendramodi,2019-02-09,"When it comes to Bharat Ratnas, those who ruled the nation for 55 years had a fixed approach- the award for some was reserved the moment they were born while others were ignored. Atal Ji’s Government and the present NDA Government honoured two greats from Assam."
narendramodi,2019-02-09,Hello Agartala! Delighted to address a massive programme in this city.
narendramodi,2019-02-09,One of the prime considerations behind the impetus towards Arunachal Pradesh’s all-round development is to make the state an even bigger hub for tourism. More people from India and across the world should come to Arunachal! Tourism also boosts the local economy.
narendramodi,2019-02-09,"55 years of one party and 55 months of BJP... in all spheres of Arunachal Pradesh’s development, our work has been quicker and all-inclusive. The Congress ignored the youth of the state and their apathy towards the Jawans guarding our nation is anyway well known."
narendramodi,2019-02-09,"Efforts are on, for not one, but two airports in Arunachal Pradesh! Such focus on connectivity and affordable aviation is unheard of in Arunachal Pradesh’s history!"
narendramodi,2019-02-08,Pictures from the rally in Jalpaiguri.
narendramodi,2019-02-08,"In TMC rule the following are welcome: Illegal infiltrators. Chit fund looters. Leaders who face corruption charges. But, those believing in democracy are not welcome. What TMC is doing is not the culture of West Bengal. They are trying to destroy the state’s culture."
narendramodi,2019-02-08,"Have you ever seen a sitting CM doing Dharnas to defend those who looted the people in Chit Funds? Well, it happened in West Bengal. It is deeply unfortunate."
narendramodi,2019-02-08,"If we thought the Communists were bad, meet Communism Part 2- the TMC! Didi is CM but someone else’s Dadagiri goes on in West Bengal. Didi is in such a hurry to go to Delhi that she has left the state in the hands of middlemen and a syndicate."
narendramodi,2019-02-08,"North Bengal and I, both have a deep association with tea. But, Didi dislikes both the tea sector and the tea-seller. No wonder she is not working for the development of North Bengal!"
narendramodi,2019-02-08,"Pictures from the public meeting in Raigarh. People of Chhattisgarh are already disappointed with the Congress government in the state. I talked about the steps taken by the Centre for the welfare of the farmers, middle class and unorganised sector."
narendramodi,2019-02-08,Come to Jalpaiguri and see the support for BJP! Speaking at a huge rally.
narendramodi,2019-02-08,Speaking to my sisters and brothers of Chhattisgarh. Watch the rally in Raigarh.
narendramodi,2019-02-08,The beauty of the Northeast is spectacular. Do you have pictures of your own Northeast visits or glimpses of the spectacular natural beauty of the region? Share them on Instagram using #MagnificentNortheast. I will share some of the posts on my page too!
narendramodi,2019-02-08,"In the afternoon, I will address a public meeting in Mainaguri. During my recent visits to West Bengal, I have been seeing the massive support for BJP. The people of West Bengal realise that only BJP can fulfil their dreams and aspirations."
narendramodi,2019-02-08,Various development projects will be initiated in Jalpaiguri today. These will greatly benefit the people of West Bengal.
narendramodi,2019-02-08,The first programme will be a public meeting in Chhattisgarh’s Raigarh. I would be sharing my thoughts on a wide range of subjects during the programme. You can watch the speech on the NaMo App.
narendramodi,2019-02-08,"Today and tomorrow, I will be joining programmes in Chhattisgarh, West Bengal, Assam, Arunachal Pradesh and Tripura. Looking forward to interacting with the people of these states."
narendramodi,2019-02-07,More opportunities for education. Better healthcare. Controlling the menace of rising prices. Ours is a Government committed to ensuring a better quality of life for the middle class.
narendramodi,2019-02-07,Here are some important details about the opportunities being created for India's Yuva Shakti.
narendramodi,2019-02-07,Speaking in the Lok Sabha. Watch.
narendramodi,2019-02-06,"Anguished by the passing away of Lok Sabha MP from Aska, Odisha, Shri Ladu Kishore Swain Ji. He will be remembered for his rich service to society. His work towards rural development was noteworthy. Spoke to his son Nachiketa and expressed condolences."
narendramodi,2019-02-05,"NDA Government is honoured to have undertaken numerous steps for the wellbeing of the middle class. From a friendlier tax system to better healthcare, quality education to more opportunities, no stone is being left unturned to ensure ‘Ease of Living.' #MiddleClassWithModi"
narendramodi,2019-02-05,"India is home to a dynamic middle class, which is making an outstanding contribution to the nation’s progress. The work ethic of the middle class is admirable and so is their honesty and compassion."
narendramodi,2019-02-04,"Today, on #WorldCancerDay we reiterate our commitment towards ensuring early detection and affordable treatment of cancer. Initiatives like Ayushman Bharat have a strong emphasis on providing quality healthcare and ensuring cancer-free lives."
narendramodi,2019-02-04,"Congratulated @DrKrishanMiddha Ji for the remarkable win in Jind. Over the years, the people of Haryana have been continuously supporting BJP’s agenda of pro-people, inclusive and corruption-free development."
narendramodi,2019-02-04,I salute all those who are valiantly fighting cancer. Millions are inspired by their remarkable zeal. I also appreciate those researching on aspects of cancer treatment. Their efforts will go a long way in ensuring a healthier planet. #WorldCancerDay
narendramodi,2019-02-03,The iconic Dal Lake is mesmerising! Had the opportunity to visit the lake during my visit to Srinagar.
narendramodi,2019-02-03,"In Leh, talked at length about an important decision of the Government that will have a positive impact on the lives of the SC and ST communities."
narendramodi,2019-02-03,"The beauty of Leh, Ladakh draws people from all over the world. Today, I had the opportunity to visit this vibrant part of India and interact with its wonderful people. The freezing temperature was inversely proportional to the people’s warmth!"
narendramodi,2019-02-03,Interacting with students from across the country from Srinagar. Join us!
narendramodi,2019-02-03,BJP and Jammu have a strong bond. Addressing a rally. Watch.
narendramodi,2019-02-03,Participative democracy is an article of faith for our party. We have always worked to be an effective voice for rights and well-being of each and every Indian and to build a strong and prosperous India. #BharatKeMannKiBaat
narendramodi,2019-02-03,"Your voice is of utmost importance. Urging you all to take part in 'Bharat ke Mann ki Baat, Modi ke Saath’, a unique effort by @BJP4India to get citizen feedback. What you all share will form the blueprint of our ‘Sankalp Patra’ for the 2019 elections."
narendramodi,2019-02-03,Delighted to be in Leh. Addressing a public meeting.
narendramodi,2019-02-02,Eastern India is at the core of our development agenda but projects in West Bengal either do not start on time or their speed is slow. Do you know why? Because TMC refuses to work on any project where their syndicate cannot make money!
narendramodi,2019-02-02,"The people of West Bengal are peace loving but the temperament of the Left and TMC is different. They thrive on violence and intimidation. I want to tell them- the people of the state will not be intimidated. And, the people will show their might by rejecting the TMC!"
narendramodi,2019-02-02,"I bow to the people of Thakurnagar. These pictures indicate the enthusiasm towards BJP. The people of West Bengal are speaking loud and clear- they want Parivartan, they want BJP."
narendramodi,2019-02-02,West Bengal and BJP have a strong bond! Speaking in Durgapur. Watch.
narendramodi,2019-02-02,Amazing response at the rally in Thakurnagar. Watch.
narendramodi,2019-02-01,"At a programme in Durgapur, the rail electrification of Andal-Sainthia-Pakur-Malda and Khana-Sainthia Sections, and the Hijli-Narayangarh third line will be dedicated to the nation. These works will strengthen the transport sector in the East and Northeast."
narendramodi,2019-02-01,"Tomorrow, I look forward to being among my sisters and brothers of West Bengal. I will be addressing @BJP4Bengal rallies in Thakurnagar and Durgapur."
narendramodi,2019-01-30,"More airports, bigger airports, better connectivity, affordable prices…know how the NDA Government is transforming the aviation sector. A vibrant aviation sector augurs well for India’s development."
narendramodi,2019-01-30,"Surat personifies hardwork and enterprise. It is also a city that has always respected Bapu’s ideals. The foundation stone laying and inauguration for many projects took place, including for a bigger airport. These projects will enhance ‘Ease of Living.’"
narendramodi,2019-01-30,Paid tributes to venerable Bapu at Rajghat.
narendramodi,2019-01-30,"In Dandi, a unique tribute to Bapu and brave Satyagrahis."
narendramodi,2019-01-30,Inaugurating the state-of-the-art Venus Hospital in Surat. Watch.
narendramodi,2019-01-30,"Surat Airport to be expanded, leading to enhanced connectivity and prosperity. Watch."
narendramodi,2019-01-30,Best wishes to my colleague Shri @PrakashJavdekar Ji on his birthday. Praying for his long and healthy life.
narendramodi,2019-01-30,We salute all the martyrs who laid down their lives for India. The country remains eternally grateful to them for their service and sacrifice.
narendramodi,2019-01-30,पूज्य बापू को उनकी पुण्यतिथि पर शत् शत् नमन। Remembering Bapu on his Punya Tithi. We reiterate our commitment to follow the path shown by him and abide by the values he stood for.
narendramodi,2019-01-29,"Tomorrow, on Bapu’s Punya Tithi, I will be in Dandi, the place from where Bapu challenged the might of colonialism. In Dandi, the National Salt Satyagraha Memorial will be dedicated to the nation. This is a tribute to Satyagrahis led by Gandhi Ji, who worked for India’s freedom."
narendramodi,2019-01-29,"Tomorrow evening in Surat, I will join the New India Youth Conclave. This is a wonderful forum, bringing together youngsters and people from all sections of society. I look forward to a wonderful interaction!"
narendramodi,2019-01-29,"In Surat, the Smt. Rasilaben Sevantilal Shah Venus Hospital will be inaugurated. This hospital will provide quality healthcare to citizens and strengthen the efforts to build a healthy India."
narendramodi,2019-01-29,"I will be visiting Gujarat tomorrow to attend a wide range of programmes. In Surat, the foundation stone for extending the terminal building at Surat Airport will be laid. This will improve connectivity and economic growth in Surat and surrounding areas."
narendramodi,2019-01-29,Glimpses from ‘Beating the Retreat’ ceremony.
narendramodi,2019-01-29,"A common worry among parents- children spend too much time playing computer games... Young friends, enjoy the PlayStation but always remember the playground too!"
narendramodi,2019-01-29,The report card of a child cannot become the visiting card of his or her parents. Every child is blessed with unique talents and deserves the right support to pursue them.
narendramodi,2019-01-29,"I thank people from all walks of life, particularly student friends, parents and teachers for joining today’s Pariksha Pe Charcha 2.0 in large numbers. Here are some glimpses."
narendramodi,2019-01-29,Join the Pariksha Pe Charcha 2.0 Town Hall! Delighted to be among our Yuva Shakti.
narendramodi,2019-01-29,"During his long years in public life, George Sahab never deviated from his political ideology. He resisted the Emergency tooth and nail. His simplicity and humility were noteworthy. My thoughts are with his family, friends and lakhs of people grieving. May his soul rest in peace."
narendramodi,2019-01-29,"When we think of Mr. George Fernandes, we remember most notably the fiery trade union leader who fought for justice, the leader who could humble the mightiest of politicians at the hustings, a visionary Railway Minister and a great Defence Minister who made India safe and strong."
narendramodi,2019-01-29,"George Sahab represented the best of India’s political leadership. Frank and fearless, forthright and farsighted, he made a valuable contribution to our country. He was among the most effective voices for the rights of the poor and marginalised. Saddened by his passing away."
narendramodi,2019-01-29,The @BJP4India is fully committed towards the development and prosperity of Assam. We will always protect the interests of the state. Several initiatives of the Central and Assam Government have contributed towards transforming lives of the citizens of Assam.
narendramodi,2019-01-29,Gratitude to my sisters and brothers of Assam for the strong support to @BJP4Assam in polls to three Tribal Autonomous Councils in the state. I appreciate the local unit of the Party for their constant efforts to serve the people of the state.
narendramodi,2019-01-28,"Rajeev, I hope this brings more guests to the restaurant too! :)"
narendramodi,2019-01-28,NDA Government is committed towards fulfilling the aspirations of the people of Tamil Nadu through a wide range of development projects.
narendramodi,2019-01-28,The people of Madurai welcomed me with great enthusiasm. It is my privilege that I have got the opportunity to work for the development of Tamil Nadu.
narendramodi,2019-01-28,We have heard of many types of contests but a contest to beautify toilets is remarkable and an innovative way to strengthen the Swachh Bharat Mission.
narendramodi,2019-01-28,Please convey my regards to Chandrakanth Ji. I am deeply touched by his gesture.
narendramodi,2019-01-27,"To settle personal scores, leaders of the Kerala Congress played with India’s strategic interests. Can such a Party ever think about the welfare of 130 crore Indians?"
narendramodi,2019-01-27,"Elections will come and go, the nation will remain."
narendramodi,2019-01-27,The Opposition is bankrupt when it comes to a positive agenda for India’s development. Their respect for institutions is minimal. Congress leaders are also going abroad to insult people’s mandates. 130 crore Indians are seeing everything! They will punish such forces.
narendramodi,2019-01-27,Our endeavour is to make India a hub for the petrochemicals sector. ‘Make in India’ offers many opportunities in this regard.
narendramodi,2019-01-27,"Today, various projects were initiated at the Kochi Refinery. These will go a long way in strengthening the petroleum and energy sector in India."
narendramodi,2019-01-27,Ensuring social justice and inclusive growth for all sections of society.
narendramodi,2019-01-26,"At Amar Jawan Jyoti, a grateful nation pays homage to the brave soldiers who sacrificed their own lives for the nation. We salute their courage and patriotism."
narendramodi,2019-01-26,Happy Republic Day to all fellow Indians. सभी देशवासियों को #गणतंत्रदिवस की शुभकामनाएं। जय हिन्द!
narendramodi,2019-01-25,"Congratulations to all those who have been conferred the Padma Awards. India is proud of each and every awardee, for the rich contributions towards various fields. They have made our nation and the world a better place! Link"
narendramodi,2019-01-25,"Pranab Da is an outstanding statesman of our times. He has served the nation selflessly and tirelessly for decades, leaving a strong imprint on the nation's growth trajectory. His wisdom and intellect have few parallels. Delighted that he has been conferred the Bharat Ratna."
narendramodi,2019-01-25,"The songs and music of Shri Bhupen Hazarika are admired by people across generations. From them radiates the message of justice, harmony and brotherhood. He popularised India's musical traditions globally. Happy that the Bharat Ratna has been conferred on Bhupen Da."
narendramodi,2019-01-25,"Nanaji Deshmukh's stellar contribution towards rural development showed the way for a new paradigm of empowering those living in our villages. He personifies humility, compassion and service to the downtrodden. He is a Bharat Ratna in the truest sense!"
narendramodi,2019-01-25,Heard the insightful views of President @CyrilRamaphosa at the Gandhi-Mandela Memorial Freedom Lecture in New Delhi.
narendramodi,2019-01-25,"Cooperation in areas such as agriculture, food processing, skill development, IT, gems and jewellery augurs well for the partnership between India and South Africa. President @CyrilRamaphosa and I also talked about steps to boost people-to-people ties."
narendramodi,2019-01-24,"Had an excellent interaction with tableaux artistes, guests from tribal communities, NCC cadets and NSS volunteers at 7, Lok Kalyan Marg today."
narendramodi,2019-01-24,"India is phenomenally proud of these young achievers, who have been distinguishing themselves in a wide range of areas. Wishing them the very best for their endeavours ahead. Link"
narendramodi,2019-01-24,"Honouring a young genius! Raam M is a versatile music maestro. He is among the youngest Indians to have succeeded with distinction in final (8th) grade examination by Trinity College, London. He has also taken part in many Carnatic Music Concerts."
narendramodi,2019-01-24,Dev Dushyantkumar Joshi has distinguished himself as an actor. His work in TV serials has been admired all over. Happy to have met this winner of the Bal Shakti Puraskar.
narendramodi,2019-01-24,Vinayaka M belongs to Karnataka. He is a versatile artist and has given several stupendous performances. His musical talent has been appreciated nationally and globally.
narendramodi,2019-01-24,Dev Dushyantkumar Joshi has distinguished himself as an actor. His work in TV serials has been admired all over. Happy to have met this winner of the Bal Shakti Puraskar.
narendramodi,2019-01-24,Vinayaka M belongs to Karnataka. He is a versatile artist and has given several stupendous performances. His musical talent has been appreciated nationally and globally.
narendramodi,2019-01-24,"Meet Aryaman Agarwal. He is a young magician, who presents interesting magic tricks. He has done shows not only for large audiences but also has done many workshops and demonstrations for the underprivileged."
narendramodi,2019-01-24,"Truptraj Atul Pandya is a master percussionist. He is an established radio and TV artist as well, who has given more than several live performances. Proud that he has been conferred the Bal Shakti Puraskar."
narendramodi,2019-01-24,Meeting and knowing brave Nikhil Jituri was a pleasure. He saved the life of a two-year-old who accidentally fell into a deep open well. Our young friend from Karnataka showed great courage and presence of mind. I congratulate Nikhil on winning the Bal Shakti Puraskar!
narendramodi,2019-01-24,"Kartik Kumar Goyal and Adrika Goyal from Madhya Pradesh showed courage and social consciousness in providing food, water, and first aid to panicked train passengers during an adverse situation. I congratulate my brave young friends on winning the Bal Shakti Puraskar!"
narendramodi,2019-01-24,"Angel Vijay Deokule, from Maharashtra, is an inspiration for young girls. She is an Sqay martial artist and has brought laurels for India globally. Congratulations on winning the Bal Shakti Puraskar and all the best for the upcoming championships!"
narendramodi,2019-01-24,"Anish, from Haryana, is great at aiming and achieving. He is an international Gold medalist young shooter who won at the Commonwealth Games in Gold Coast. I congratulate young Anish on winning the Bal Shakti Puraskar and wish him great success in the future!"
narendramodi,2019-01-24,"Nishant Dhankhar is an ace mathematician, who has won many accolades internationally. His project on Szemerédi's theorem has been internationally acknowledged and appreciated."
narendramodi,2019-01-24,More power to Megha Bose’s scholastic zeal! She distinguished herself at several Olympiads and quizzes. It was wonderful to interact with her and discuss a wide range of issues. Happy that she has been conferred the Bal Shakti Puraskar.
narendramodi,2019-01-24,"Odisha's Ayushman Tripathy has won many accolades for his scholastic abilities at the National and International level including at the International Junior Science Olympiad, 2016 held at Bali, Indonesia. He has represented India in Global Youth Leaders Conference, 2018 in the USA."
narendramodi,2019-01-24,"Ensuring a healthy India! Met Dr. Arunalla Sridhar Reddy from Andhra Pradesh, who has conducted free dental check-ups and treatment for thousands of children. He also runs 3 homes to take care of under-privileged children."
narendramodi,2019-01-24,Youngsters like Eiha Dixit indicate that the Yuva Shakti of India will do outstanding things. She celebrated her 6th birthday by planting a record 1008 saplings! She is extremely passionate about mitigating climate change. Proud that she has been conferred the Bal Shakti Puraskar.
narendramodi,2019-01-24,"Through theatre, Prathyaksha B R has been spreading awareness about the importance of toilets in homes. She conducted plays in remote villages of Karnataka and inspired people to construct toilets in their homes. Happy that she has got the Bal Shakti Puraskar."
narendramodi,2019-01-24,Meet Aryamaan Lakhotia from West Bengal. He founded ‘Toy Joy’ with the aim of collecting and distributing toys to the underprivileged children in Kolkata. The organisation has spread to seven cities and brightened the lives of thousands of children!
narendramodi,2019-01-24,Innovative Yuva Shakti! A U Nachiketh Kumar prepared standard rubber sheets from a fruit named Bilimbi (Averrhoa bilimbi) as a sustainable and environment-friendly substitute for rubber latex created from formic acid by farmers. Best wishes to him for his future endeavours.
narendramodi,2019-01-24,"Saluting the innovative zeal of young India. The projects Aswath Suryanarayanan steered include ‘Magnetically operated Kinetic Car (MAGOKIN)’, and a mathematical model for managing space debris. Congrats on being conferred the Bal Shakti Puraskar."
narendramodi,2019-01-24,"Towering efforts, outstanding outcomes! Arunima Sen has done great work. She developed a model for energy-efficient skyscrapers, a solution to increase barley yield & a device determining micronutrient levels in a body using strands of hair. Glad she won the Bal Shakti Puraskar."
narendramodi,2019-01-24,My young friend Mohammed Suhail Chinya Salimpasha hails from Karnataka. He has been awarded the Bal Shakti Puraskar for his work in using technology to diagnose Pre-symptomatic Protein Energy Malnutrition non-invasively using paper. Congratulations to him!
narendramodi,2019-01-24,Had a wonderful interaction with winners of Rashtriya Bal Puraskar 2019.
narendramodi,2019-01-23,Having a great interaction with Karyakartas from Maharashtra. Watch.
narendramodi,2019-01-23,I am grateful to the Bose family for presenting me a cap worn by Netaji Bose himself. The cap has been immediately added to the display gallery at Kranti Mandir in the Red Fort complex. I hope more youngsters come to Kranti Mandir and get inspired by the life of Netaji Bose.
narendramodi,2019-01-23,"To see Gurudev Tagore’s works at Drishyakala is a treat for art lovers. We all know Gurudev Tagore as a prolific writer but he also had a strong link with the world of art. He produced lots of works, featuring multiple themes. Gurudev’s works were also exhibited internationally."
narendramodi,2019-01-23,"Works of eminent Indian artists like Raja Ravi Varma, Gurudev Tagore, Amrita Sher-Gil, Abanindranath Tagore, Nandlal Bose, Gaganendranath Tagore, Sailoz Mookherjea and Jamini Roy are on display at the exhibition."
narendramodi,2019-01-23,"I would specially urge art lovers to visit Drishyakala, which will take you through the finest aspects of Indian art and culture. There are 4 historical exhibitions, spanning three centuries, with over 450 works of art!"
narendramodi,2019-01-23,"Museums on Netaji Bose and Azad Hind Fauj are a key part of Kranti Mandir. History echoes from these walls. In this very building, brave sons of India, Colonel Prem Sahgal, Colonel Gurbaksh Singh Dhillon and Major General Shah Nawaz Khan were put on trial by the colonial rulers."
narendramodi,2019-01-23,"This complex includes Museums on Netaji Subhas Chandra Bose and the Indian National Army, Yaad-e-Jallian Museum (on Jallianwala Bagh and World War 1), Museum on 1857- India’s First War of Independence and Drishyakala- Museum on Indian Art."
narendramodi,2019-01-23,It was extremely humbling to inaugurate four museums relating to India's rich history and culture. This entire complex of museums will be known as Kranti Mandir as a tribute to the revolutionary zeal and courage of our great freedom fighters.
narendramodi,2019-01-22,"At the peak of his party’s power, a former PM said that for every Rupee, only 15 paisa reaches the poor. Which was the hand that was siphoning off all funds? NDA Government’s paradigm shift in Governance has ensured the fruits of development reach the intended beneficiaries."
narendramodi,2019-01-22,India is at the forefront of global leadership in various sectors. Our country is undertaking numerous initiatives to ensure a better tomorrow for the coming generations.
